Review Title,Review Description,Review Rating,Sentiment,Review,scores,compound,SIA_sentiment_type
good positive experience,staff friendly accommodating hotel breakfast room cleanliness great enjoyed welcome hotel place us light special occasion look forward return stay future,5,2,good positive experiencestaff friendly accommodating hotel breakfast room cleanliness great enjoyed welcome hotel place us light special occasion look forward return stay future,"{'neg': 0.0, 'neu': 0.412, 'pos': 0.588, 'compound': 0.9712}",0.9712,2
average stay singapore,stayed hotels across week far worst hotel experience surprised much looking forward stay entire experience start finish impersonal lacking service answer called lobby help turn service help baggage definitely consider star standard great view marina bay could stay frankly phenomenal hotels singapore stay,2,0,average stay singaporestayed hotels across week far worst hotel experience surprised much looking forward stay entire experience start finish impersonal lacking service answer called lobby help turn service help baggage definitely consider star standard great view marina bay could stay frankly phenomenal hotels singapore stay,"{'neg': 0.109, 'neu': 0.631, 'pos': 0.259, 'compound': 0.7783}",0.7783,2
great staycation,stayed pre post wedding clean hospitable staff scenery sunrise nice bed fell deep sleep staff nice helpful check preparations made wedding great transparency helped creating seamless wedding venue production,5,2,great staycationstayed pre post wedding clean hospitable staff scenery sunrise nice bed fell deep sleep staff nice helpful check preparations made wedding great transparency helped creating seamless wedding venue production,"{'neg': 0.0, 'neu': 0.517, 'pos': 0.483, 'compound': 0.9661}",0.9661,2
amazing stay fullerton bay,cannot say enough wonderful things property staying fullerton bay hotel always magical experience theme suite one beautiful rooms singapore service throughout entire hotel absolutely impeccable,5,2,amazing stay fullerton baycannot say enough wonderful things property staying fullerton bay hotel always magical experience theme suite one beautiful rooms singapore service throughout entire hotel absolutely impeccable,"{'neg': 0.0, 'neu': 0.687, 'pos': 0.313, 'compound': 0.9081}",0.9081,2
lovely paceful evening,slow wonderful wedding anniversary dinner served daniel princess team kudos striking balance detailed attention space intimate dinner mention food cheers,5,2,lovely paceful eveningslow wonderful wedding anniversary dinner served daniel princess team kudos striking balance detailed attention space intimate dinner mention food cheers,"{'neg': 0.0, 'neu': 0.564, 'pos': 0.436, 'compound': 0.9313}",0.9313,2
wonderful service food compliments daniel great,food good enjoyable time credited wonderful service received staff responsive observant took initiative offer services even time realise needed come back thank much daniel team,5,2,wonderful service food compliments daniel greatfood good enjoyable time credited wonderful service received staff responsive observant took initiative offer services even time realise needed come back thank much daniel team,"{'neg': 0.0, 'neu': 0.485, 'pos': 0.515, 'compound': 0.9698}",0.9698,2
great place celebration pic taken staff actually printed put card taken surp,hi tea landing point coutyard wonderful time ambience great staff daniel maria wonderful job giving us warm welcome making us comfortable constantly check us food delicious best thing savory drinks refillable,5,2,great place celebration pic taken staff actually printed put card taken surphi tea landing point coutyard wonderful time ambience great staff daniel maria wonderful job giving us warm welcome making us comfortable constantly check us food delicious best thing savory drinks refillable,"{'neg': 0.0, 'neu': 0.484, 'pos': 0.516, 'compound': 0.9873}",0.9873,2
amazing staycation,staycation celebrate special day us fullerton bay team fantastic providing memorable stay us starting check process smooth seamless offered early check special complimentary arrangement requested executed perfection pair fullerton bears helium ballon plus postcard box macarons kind attention detail going beyond hotel guests separate great hotel good one bay view room level gave us superb view marina bay fullerton heritage zone balcony room relatively spacious sparkling clean breakfast la brasserie provided huge variety choices,5,2,amazing staycationstaycation celebrate special day us fullerton bay team fantastic providing memorable stay us starting check process smooth seamless offered early check special complimentary arrangement requested executed perfection pair fullerton bears helium ballon plus postcard box macarons kind attention detail going beyond hotel guests separate great hotel good one bay view room level gave us superb view marina bay fullerton heritage zone balcony room relatively spacious sparkling clean breakfast la brasserie provided huge variety choices,"{'neg': 0.0, 'neu': 0.577, 'pos': 0.423, 'compound': 0.9922}",0.9922,2
well spent staycation,aweslme experience starts reception check staff friendly approachable room clean bed comfy staff breakfast place landing point attentive especially lotha breakfast quality good,5,2,well spent staycationaweslme experience starts reception check staff friendly approachable room clean bed comfy staff breakfast place landing point attentive especially lotha breakfast quality good,"{'neg': 0.0, 'neu': 0.658, 'pos': 0.342, 'compound': 0.872}",0.872,2
excellent service attention,birthday dinner attended alan win provided impeccable service attention icing cake facilitated friends providing surprise really appreciate efforts,4,2,excellent service attentionbirthday dinner attended alan win provided impeccable service attention icing cake facilitated friends providing surprise really appreciate efforts,"{'neg': 0.0, 'neu': 0.489, 'pos': 0.511, 'compound': 0.9402}",0.9402,2
staycation,first time staying fullerton bay hotel good experience room view facing mbs fantastic especially night picture post food good friendly courtesy staff especially kenneth staff met concierge three days stay cheerful friendly helpful back staycation,5,2,staycationfirst time staying fullerton bay hotel good experience room view facing mbs fantastic especially night picture post food good friendly courtesy staff especially kenneth staff met concierge three days stay cheerful friendly helpful back staycation,"{'neg': 0.0, 'neu': 0.523, 'pos': 0.477, 'compound': 0.9738}",0.9738,2
solemnisation compass one night stay,staff solemnisation helpful experienced know throughout event food service dinner excellent hotel room amazing view overall definitely,5,2,solemnisation compass one night staystaff solemnisation helpful experienced know throughout event food service dinner excellent hotel room amazing view overall definitely,"{'neg': 0.0, 'neu': 0.567, 'pos': 0.433, 'compound': 0.9186}",0.9186,2
